-80.88	-5.57	6.9724	48.255
-70.63	-19.92	7.161	48.019
-28.45	-55.51	7.9622	47.683
123.17	6.14	9.3988	48.626
121.5	8.6	9.4827	48.652
-67.06	-32.72	7.4116	47.936
-66.6	-23.12	7.2129	47.955
-69.15	-18.38	7.1201	48.007
-73.82	-36.33	7.4928	47.994
-71.71	-31.54	7.3998	47.988
-72.24	-32.41	7.4169	47.99
-72.09	-32.33	7.4149	47.989
-71.55	-30.91	7.3871	47.988
-70.9	-10.55	6.9867	48.083
117.62	3.63	9.4965	48.561
126.87	3.86	9.3339	48.63
-27.23	-55.62	7.9729	47.677
-70.65	-26.11	7.2916	47.995
-66	-22.33	7.1946	47.95
-26.56	-56.6	7.9915	47.685
138.93	29.97	9.2855	49.044
124.24	13.27	9.4772	48.732
120.25	1.02	9.4182	48.552
-71.22	-30.74	7.3826	47.985
119.58	0.21	9.4199	48.537
112.41	-8.19	9.4203	48.39
126.64	5.51	9.3535	48.648
123.57	-1.11	9.3399	48.552
101.9	-4.61	9.6382	48.317
140.46	26.27	9.2314	48.989
151.87	-5.59	8.878	48.656
110.18	-7.87	9.4565	48.373
122.87	0	9.3593	48.559
124.25	6.03	9.4023	48.639
138.97	29.28	9.2798	49.032
141.97	30.99	9.2413	49.082
126.1	0.44	9.3142	48.587
103.98	-2.43	9.613	48.363
123.34	5.29	9.392	48.618
107.68	-5.93	9.5158	48.367
35.14	-45.83	8.729	47.523
107.3	-7.78	9.5029	48.345
99.87	-0.72	9.7445	48.333
101.5	-2.52	9.6843	48.334
123.38	6.74	9.4011	48.635
122.37	4.08	9.3941	48.597
123.47	6.49	9.3986	48.633
123.25	6.53	9.4009	48.631
113.93	-10.71	9.3704	48.38
149.71	-6.03	8.9073	48.643
34.78	-46.05	8.7217	47.524
155.02	-6.86	8.8271	48.655
102.18	-2.65	9.6641	48.341
131.26	-0.63	9.2207	48.607
-72.11	-29.44	7.3615	47.999
100.57	-2.21	9.7045	48.326
145.53	18.51	9.0926	48.897
152.79	-3.69	8.8657	48.674
