88.000 18.2
-68.824 76.5
>
88.000 18.2
-51.074 77.4
>
88.000 18.2
-57.220 74.6
>
88.000 18.2
-53.200 71.5
>
88.000 18.2
-51.105 69.2
>
78.100 37.5
-68.824 76.5
>
78.100 37.5
-51.074 77.4
>
78.100 37.5
-57.220 74.6
>
78.100 37.5
-53.200 71.5
>
78.100 37.5
-51.105 69.2
>
70.700 36.4
-68.824 76.5
>
70.700 36.4
-51.074 77.4
>
70.700 36.4
-57.220 74.6
>
70.700 36.4
-53.200 71.5
>
70.700 36.4
-51.105 69.2
>
72.800 38.3
-68.824 76.5
>
72.800 38.3
-51.074 77.4
>
72.800 38.3
-57.220 74.6
>
72.800 38.3
-53.200 71.5
>
72.800 38.3
-51.105 69.2
>
71.100 36.5
-68.824 76.5
>
71.100 36.5
-51.074 77.4
>
71.100 36.5
-57.220 74.6
>
71.100 36.5
-53.200 71.5
>
71.100 36.5
-51.105 69.2
>
93.700 24.8
-68.824 76.5
>
93.700 24.8
-51.074 77.4
>
93.700 24.8
-57.220 74.6
>
93.700 24.8
-53.200 71.5
>
93.700 24.8
-51.105 69.2
>
71.200 36.5
-68.824 76.5
>
71.200 36.5
-51.074 77.4
>
71.200 36.5
-57.220 74.6
>
71.200 36.5
-53.200 71.5
>
71.200 36.5
-51.105 69.2
>
94.900 23.1
-68.824 76.5
>
94.900 23.1
-51.074 77.4
>
94.900 23.1
-57.220 74.6
>
94.900 23.1
-53.200 71.5
>
94.900 23.1
-51.105 69.2
>
94.600 20.9
-68.824 76.5
>
94.600 20.9
-51.074 77.4
>
94.600 20.9
-57.220 74.6
>
94.600 20.9
-53.200 71.5
>
94.600 20.9
-51.105 69.2
>
70.800 36.5
-68.824 76.5
>
70.800 36.5
-51.074 77.4
>
70.800 36.5
-57.220 74.6
>
70.800 36.5
-53.200 71.5
>
70.800 36.5
-51.105 69.2
>
