  -28.0   -63.1  
  -15.9   -72.4  
   38.9   141.8  
    3.0    97.9  
    2.7    96.0  
   -9.7   159.7  
  -17.6    66.4  
   -4.7   153.2  
   -8.4   -74.3  
   -4.7   153.3  
   49.8   145.1  
   -4.8   144.6  
    2.2   126.8  
   12.1   -88.6  
   10.8   126.6  
  -12.5   166.5  
   10.1   -85.3  
   -3.2   135.1  
    1.9   -76.4  
    4.2   124.5  
    9.2   126.2  
   14.0   -91.8  
   -8.9   -75.1  
   14.1   -92.2  
  -29.1   -71.2  
   18.4  -100.4  
   49.3   155.4  
   37.9   144.1  
   37.9   144.1  
   37.9   143.8  
   -6.5   129.8  
    0.5   126.2  
   52.3   174.0  
   -4.6   153.0  
   -0.7   123.8  
  -28.1   -70.7  
   42.8   143.1  
  -10.8   165.1  
  -10.9   166.0  
    1.1   -77.4  
    5.8   125.8  
  -27.9   -63.1  
   51.0   157.3  
   50.9   157.4  
   51.0   157.4  
   -6.6   148.2  
   14.5   -90.5  
   42.7   131.0  
   -3.5   138.5  
   -6.5   154.6  
   46.2   150.8  
   29.9   138.9  
   18.1  -102.2  
   18.7   145.3  
   37.7   141.5  
   52.5   160.4  
   52.3   160.1  
   54.9   153.2  
   52.2   151.4  
  -11.4   166.3  
   11.8   -86.9  
   -7.0   155.7  
   -3.3   100.6  
   -3.9   153.9  
   -6.0   149.7  
   -7.2   129.8  
   16.8   -99.5  
   51.6  -175.4  
   -7.4   128.2  
   30.0   138.8  
   51.6  -174.7  
   51.6  -175.0  
   14.6   -92.1  
   51.5  -174.7  
   -7.3   120.0  
  -15.8   -74.6  
   53.2   152.8  
   12.3   141.7  
   -6.5   154.9  
  -58.1   -12.8  
   37.2   144.7  
  -35.3   -73.4  
  -30.3   -71.6  
   54.7   162.3  
    2.6   128.4  
   18.5   145.2  
    2.0    96.8  
   44.4   149.2  
   19.0   -66.8  
   -8.0   109.2  
  -56.8   -27.3  
   53.7  -171.8  
   12.6   -87.6  
   27.4   127.3  
   14.3   -92.9  
   33.7   131.7  
  -19.9   -70.6  
  -19.6   -70.8  
  -20.3   -70.6  
  -20.4   -70.1  
  -20.8   -70.5  
  -20.6   -70.7  
   -6.6   155.1  
   -6.9   155.0  
   11.7   -86.0  
   -7.1   155.2  
  -11.3   162.2  
  -11.4   162.1  
  -11.1   162.0  
   17.6  -100.8  
   -6.7   155.1  
   -6.7   154.9  
   34.9   139.3  
   17.4  -100.7  
   17.2  -100.8  
    9.4   122.2  
   18.2    88.0  
   51.8   178.8  
   52.3   176.7  
   24.4   142.6  
   28.4   138.9  
