38.900 141.8
47.911 11.2
>
38.900 141.8
48.163 11.3
>
38.900 141.8
48.122 12.6
>
38.900 141.8
49.986 12.1
>
38.900 141.8
47.737 12.8
>
38.900 141.8
47.741 12.9
>
38.900 141.8
49.767 12.2
>
38.900 141.8
47.038 11.7
>
38.900 141.8
47.588 8.3
>
38.900 141.8
46.342 7.0
>
38.900 141.8
47.336 7.7
>
38.900 141.8
47.872 8.2
>
38.900 141.8
46.414 10.0
>
38.900 141.8
46.870 8.4
>
38.900 141.8
47.394 7.2
>
38.900 141.8
46.938 6.5
>
38.900 141.8
47.231 8.0
>
38.900 141.8
46.781 9.9
>
38.900 141.8
46.080 7.4
>
38.900 141.8
46.217 7.8
>
38.900 141.8
47.895 8.8
>
38.900 141.8
47.438 8.0
>
38.900 141.8
46.435 8.1
>
38.900 141.8
46.620 10.3
>
38.900 141.8
46.455 8.7
>
38.900 141.8
46.534 6.3
>
38.900 141.8
46.578 8.3
>
38.900 141.8
46.757 8.2
>
38.900 141.8
46.416 7.8
>
38.900 141.8
47.295 9.5
>
38.900 141.8
46.375 7.6
>
38.900 141.8
46.847 9.0
>
38.900 141.8
47.712 8.3
>
38.900 141.8
46.051 8.0
>
38.900 141.8
47.379 7.2
>
38.900 141.8
45.922 9.0
>
38.900 141.8
46.968 8.6
>
38.900 141.8
46.595 8.7
>
38.900 141.8
47.578 7.6
>
38.900 141.8
46.826 9.1
>
38.900 141.8
47.049 9.4
>
38.900 141.8
47.564 9.3
>
38.900 141.8
47.476 7.9
>
38.900 141.8
47.303 7.1
>
38.900 141.8
46.363 7.3
>
38.900 141.8
46.240 8.0
>
38.900 141.8
47.764 8.5
>
38.900 141.8
47.527 8.1
>
38.900 141.8
46.774 7.0
>
38.900 141.8
46.210 7.6
>
38.900 141.8
46.483 9.4
>
38.900 141.8
47.753 9.1
>
38.900 141.8
47.415 8.9
>
38.900 141.8
46.665 7.6
>
38.900 141.8
46.998 7.4
>
38.900 141.8
47.369 8.6
>
38.900 141.8
44.906 13.8
>
38.900 141.8
43.178 16.4
>
38.900 141.8
46.131 16.5
>
38.900 141.8
44.005 16.4
>
38.900 141.8
43.866 15.7
>
38.900 141.8
45.614 16.8
>
38.900 141.8
44.563 14.9
>
38.900 141.8
45.615 15.5
>
38.900 141.8
45.907 16.0
>
38.900 141.8
45.325 14.5
>
38.900 141.8
42.872 17.7
>
38.900 141.8
44.531 15.8
>
38.900 141.8
45.827 16.0
>
38.900 141.8
50.588 16.1
>
38.900 141.8
48.820 14.3
>
38.900 141.8
50.350 16.3
>
38.900 141.8
49.914 14.8
>
38.900 141.8
50.607 13.4
>
38.900 141.8
48.859 17.7
>
38.900 141.8
49.131 13.6
>
38.900 141.8
50.097 16.8
>
38.900 141.8
49.062 16.4
>
38.900 141.8
50.051 12.6
>
38.900 141.8
49.777 17.5
>
38.900 141.8
50.233 12.4
>
38.900 141.8
49.835 18.1
>
38.900 141.8
50.556 16.2
>
38.900 141.8
49.686 14.0
>
38.900 141.8
50.070 14.4
>
38.900 141.8
49.988 14.5
>
38.900 141.8
50.528 14.6
>
38.900 141.8
49.295 15.5
>
38.900 141.8
50.507 16.0
>
38.900 141.8
49.308 16.6
>
38.900 141.8
46.050 3.1
>
38.900 141.8
41.928 8.8
>
38.900 141.8
43.492 5.3
>
38.900 141.8
43.588 5.8
>
38.900 141.8
42.795 6.2
>
38.900 141.8
43.086 -0.7
>
38.900 141.8
44.369 4.2
>
38.900 141.8
43.951 6.0
>
38.900 141.8
47.247 6.3
>
38.900 141.8
43.801 5.6
>
38.900 141.8
43.753 6.9
>
38.900 141.8
48.269 -4.6
>
38.900 141.8
42.715 2.1
>
38.900 141.8
45.762 3.1
>
38.900 141.8
46.133 -0.4
>
38.900 141.8
47.248 6.7
>
38.900 141.8
48.833 7.4
>
38.900 141.8
43.135 3.1
>
38.900 141.8
48.550 1.4
>
38.900 141.8
45.500 3.7
>
38.900 141.8
42.298 9.2
>
38.900 141.8
50.096 4.6
>
38.900 141.8
43.548 7.1
>
38.900 141.8
44.109 6.8
>
38.900 141.8
43.831 7.4
>
38.900 141.8
42.560 2.4
>
