19.9936 60.178 81.5491 12.6 36 75.0373 1.05 125.96
19.9936 60.178 84.7586 12.6 124.8 263.9153 -15.04 -70.44
19.9936 60.178 86.4814 12.6 240 85.4312 -9.13 119.32
19.9936 60.178 52.0738 12.6 151.2 39.9804 -11.61 166.09
19.9936 60.178 4.2115 12.6 240 95.7416 -7.78 107.3
19.9936 60.178 75.0571 12.6 24 75.0552 6.74 123.38
19.9936 60.178 73.1345 12.6 240 73.9191 -6.13 130.38
19.9936 60.178 -34.8836 12.6 14.4 258.7329 -22.23 -68.33
19.9936 60.178 -22.8836 12.6 43.2 258.7329 -22.23 -68.33
19.9936 60.178 -18.9997 12.6 96 76.4288 -0.19 125
19.9936 60.178 -16.9593 12.6 158.4 75.0362 6.72 123.41
19.9936 60.178 67.8476 12.6 4.8 39.5155 -14.46 167.35
19.9936 60.178 88.0987 12.6 240 270.8558 -7.64 -74.53
19.9936 60.178 -8.1595 12.6 139.2 74.6117 -6.53 129.82
19.9936 60.178 39.8853 12.6 57.6 303.6367 18.16 -99.2
19.9936 60.178 0.96365 12.6 129.6 84.0347 -7.26 119.96
19.9936 60.178 86.9637 12.6 240 84.0347 -7.26 119.96
19.9936 60.178 -44.0565 12.6 105.6 50.18 -6.72 154.93
19.9936 60.178 35.5467 12.6 84 38.5341 -21.5 170.35
19.9936 60.178 -11.38 12.6 48 75.688 -3.8 127.43
19.9936 60.178 68.8097 12.6 218.4 72.621 5.7 126.53
19.9936 60.178 -88.3186 12.6 93.6 266.9366 -14.59 -73.58
19.9936 60.178 2.6025 12.6 21.6 74.136 1.93 126.55
19.9936 60.178 76.5783 12.6 240 74.1156 1.98 126.55
19.9936 60.178 -16.4698 12.6 4.8 75.4922 6.14 123.17
19.9936 60.178 -85.902 12.6 168 98.2063 -2.65 102.18
19.9936 60.178 6.3033 12.6 48 91.5078 -9.25 112.69
19.9936 60.178 -16.7721 12.6 124.8 74.6529 0.51 126.62
19.9936 60.178 -21.8161 12.6 153.6 256.7299 -31.75 -71.63
19.9936 60.178 -18.6079 12.6 240 73.0574 3.86 126.87
19.9936 60.178 81.3562 12.6 112.8 73.0523 4.21 126.72
19.9936 60.178 10.6943 12.6 187.2 279.0407 0.43 -79.76
19.9936 60.178 22.6543 12.6 208.8 210.273 -56.2 -26.89
19.9936 60.178 -65.3457 12.6 240 210.273 -56.2 -26.89
19.9936 60.178 88.0387 12.6 240 93.7483 -4.92 108.16
6.9974 62.1783 31.1718 12.6 240 39.3527 -13.57 167.23
6.9974 62.1783 -37.4697 12.6 14.4 72.1536 3.04 128.22
6.9974 62.1783 -20.3703 12.6 151.2 75.2592 6.53 123.25
6.9974 62.1783 -11.7741 12.6 173.4 262.1737 -17.08 -69.52
6.9974 62.1783 37.9722 12.6 3.6 77.3881 -6.36 126.76
6.9974 62.1783 31.3031 12.6 237.6 39.5429 -14.34 167.29
6.9974 62.1783 4.6568 12.6 204 16.9464 -15.24 -173.5
6.9974 62.1783 82.8949 12.6 183 266.9366 -14.59 -73.58
6.9974 62.1783 -52.511 12.6 204 53.2774 13.76 144.4
6.9974 62.1783 -23.4529 12.6 75 74.136 1.93 126.55
6.9974 62.1783 58.5259 12.6 240 74.1156 1.98 126.55
6.9974 62.1783 57.0853 12.6 72 74.6529 0.51 126.62
6.9974 62.1783 3.8712 12.6 153 99.4842 -2.21 100.57
6.9974 62.1783 66.248 12.6 240 77.6891 -4.58 125.62
6.9974 62.1783 74.995 12.6 33 74.572 1.29 126.36
6.9974 62.1783 -47.2833 12.6 231 51.2768 -3.69 152.79
25.5058 69.5349 40.2728 12.6 21 23.235 -19.7 -177.79
25.5058 69.5349 42.2728 12.6 66 23.235 -19.7 -177.79
25.5058 69.5349 0.68487 12.6 117 75.4922 6.14 123.17
25.5058 69.5349 -50.4524 12.6 114 24.6147 -20.87 -178.64
25.5058 69.5349 -53.418 12.6 105 25.7854 -26.48 -178.3
25.5058 69.5349 27.8511 12.6 42 39.69 -14.84 167.31
25.5058 69.5349 -81.729 12.6 240 266.3106 -10.55 -70.9
25.5058 69.5349 31.5736 12.6 225 24.6426 -20.83 -178.67
25.5058 69.5349 -38.0883 12.6 51 210.273 -56.2 -26.89
25.5058 69.5349 -2.0788 12.6 228 258.8631 -26.11 -70.65
25.5058 69.5349 -2.0788 12.6 240 258.8631 -26.11 -70.65
25.5058 69.5349 87.2119 12.6 240 256.646 -22.33 -66
25.5058 69.5349 32.8725 12.6 153 23.8817 -19.85 -178.27
25.5058 69.5349 34.8725 12.6 114 23.8817 -19.85 -178.27
25.5058 69.5349 -75.4062 12.6 183 93.7483 -4.92 108.16
25.5058 69.5349 32.3749 12.6 240 25.528 -23.25 -178.84
25.5058 69.5349 86.3622 12.6 240 257.6565 -23.24 -67.65
25.5058 69.5349 0.36219 12.6 102 257.6565 -23.24 -67.65
25.5058 69.5349 -61.509 12.6 111 27.8383 -24.1 179.59
25.9841 59.4365 -88.8325 12.6 240 270.8558 -7.64 -74.53
