64.56		-165.37		
60.12		-143.28		
60.97		-144.61		
64.1		-150.99		
59.74		-150.74		
60.77		-151.15		
63.42		-152.08		
55.82		-155.62		
54.83		-159.59		
63.88		-152.32		
67.23		-150.2		
60.75		-143.09		
60.96		-141.34		
62.41		-150.26		
63.08		-147.38		
60.55		-145.75		
54.86		-163.42		
63.78		-171.7		
64.75		-156.88		
60.88		-147.1		
64.41		-146.95		
59.66		-151.65		
59.93		-144.42		
61.49		-145.92		
61.41		-148.46		
61.38		-143.02		
63.73		-148.94		
60.18		-141.95		
65.03		-150.74		
64.59		-149.07		
52.97		-168.85		
62.97		-145.47		
60.1		-140.25		
59.67		-139.4		
65.52		-145.52		
62.9		-152.19		
60.86		-148.33		
61.09		-149.74		
68.05		-162.91		
63.74		-144.85		
61.81		-148.33		
61.83		-147.33		
63.98		-143.99		
56.56		-154.18		
61.98		-151.53		
57.18		-170.25		
61.46		-150.75		
60.1		-149.45		
65.56		-167.93		
63.45		-150.29		
53.85		-166.5		
62.83		-148.55		
62.58		-147.74		
56.3		-158.41		
55.47		-133.12		
57.22		-153.29		
61.59		-149.13		
55.35		-160.48		
57.06		-135.32		
59.46		-135.33		
62.93		-156.01		
61.2		-152.21		
32.89		-116.42		
33.61		-116.46		
35.13		-118.83		
34.26		-116.92		
33.66		-115.45		
34		-116		
34.24		-117.66		
33.4		-118.42		
36.44		-118.08		
34.25		-118.33		
34.88		-117.99		
33.71		-118.29		
36.47		-116.86		
33.05		-114.83		
34.78		-115.66		
37		-117.37		
35.3		-116.81		
34.83		-116.33		
32.65		-116.11		
34.16		-115.15		
35.66		-118.47		
35.48		-117.68		
37.63		-118.84		
36.06		-117.49		
34.89		-119.81		
33.6		-117.2		
34.77		-114.62		
34.61		-118.72		
34.3		-114.14		
34.88		-117		
34.44		-119.71		
32.98		-118.55		
34		-119.64		
35.9		-116.28		
35.31		-120		
33.25		-119.52		
32.95		-115.8		
37.05		-118.23		
35.44		-115.92		
35.84		-119.08		
36.32		-119.38		
62.41		-140.86		
64.06		-139.39		
58.44		-130.03		
60.83		-137.5		
68.31		-133.53		
59.45		-136.37		
60.66		-134.88		
61.78		-140.46		
61.43		-138.55		
60.94		-138.36		
61.28		-139.76		
57.78		-152.58		
34.95		-106.46		
38.06		-91.24		
64.87		-147.86		
28.11		-81.43		
42.51		-71.56		
44.12		-104.04		
40.64		-77.89		
32.31		-110.78		
38.23		-86.29		
36.13		-87.83		
41.01		-73.91		
62.23		-133.35		
60.24		-123.48		
63.6		-135.89		
62.62		-131.26		
61.53		-128.27		
63.23		-123.46		
60.11		-128.8		
32.89		-117.11		
32.53		-107.79		
31.96		-112.81		
70.2		-161.07		
71.32		-156.62		
71		-154.97		
71.99		-125.25		
32.62		-99.64		
69.36		-161.8		
70.01		-157.16		
69.62		-154.61		
70.34		-153.42		
41.41		-98.15		
68.27		-165.34		
68.48		-163.18		
68.65		-161.19		
69.1		-159.59		
69.16		-154.78		
69.84		-150.61		
69.72		-148.7		
69.92		-144.91		
69.63		-143.71		
69.35		-124.07		
67.7		-163.08		
68.49		-158.12		
68.71		-156.61		
68.88		-152.68		
68.97		-150.68		
69.15		-148.82		
69.32		-146.38		
69.24		-140.96		
69.33		-138.74		
67.08		-161.83		
67.42		-160.6		
67.46		-157.23		
68.26		-156.19		
68.44		-153.97		
68.13		-151.81		
68.06		-149.62		
68.07		-148.49		
68.12		-145.57		
68.19		-141.6		
68.6		-139.53		
68.39		-137.9		
66.37		-136.72		
65.47		-166.33		
65.71		-164.65		
66.44		-161.25		
66.6		-159.65		
66.83		-157.77		
67.05		-155.73		
67.22		-153.48		
67.51		-152.18		
67.52		-147.89		
67.59		-145.64		
67.69		-144.15		
67.61		-139.87		
67.61		-135.79		
67.44		-133.74		
64.99		-164.04		
65.39		-162.35		
65.5		-160.65		
65.89		-158.65		
66.14		-157.09		
66.52		-153.51		
66.92		-151.51		
66.71		-150.02		
66.7		-147.48		
66.77		-146.1		
66.95		-143.78		
66.81		-141.65		
66.91		-138.02		
66.98		-136.22		
66.92		-134.27		
64.64		-162.24		
44.4		-110.58		
64.94		-159.91		
65.15		-158.36		
65.53		-156.45		
65.49		-154.88		
65.66		-152.81		
65.89		-151.38		
65.83		-149.54		
65.84		-147.88		
66.27		-145.82		
66.23		-141.53		
66.22		-138.37		
65.81		-134.34		
62.4		-145.16		
63.89		-160.69		
64.8		-154.48		
65.18		-151.98		
65.15		-149.36		
65.31		-143.15		
65.6		-141.62		
65.45		-139.94		
65.36		-138.31		
65.22		-136.38		
62.75		-163.55		
63.28		-160.6		
63.4		-159.08		
63.47		-156.72		
63.99		-155.62		
64.18		-154.15		
64.61		-145.37		
64.5		-143.56		
64.45		-138.22		
64.58		-136.33		
61.93		-164.66		
62.29		-161.53		
62.72		-158.3		
63.36		-154.07		
42.65		-106.52		
63.8		-145.78		
64.03		-142.08		
63.84		-137.52		
35.14		-81.33		
39.01		-102.63		
61.34		-162.68		
61.68		-161.49		
61.71		-159.47		
62.13		-158.3		
62.22		-156.69		
62.18		-154.85		
62.48		-153.88		
63.03		-143.35		
63.06		-141.83		
63.11		-138.13		
60.38		-166.2		
60.41		-163.35		
60.75		-161.96		
60.69		-160.69		
61.02		-158.96		
61.4		-157.44		
61.49		-155.82		
61.9		-154.39		
61.88		-153.13		
61.75		-150.12		
61.79		-147.73		
62.11		-146.18		
62.4		-143		
62.36		-141.88		
62.44		-138.46		
62.58		-136.79		
62.2		-134.39		
41.56		-70.65		
47.85		-99.6		
33.97		-102.77		
59.92		-161.69		
60.17		-160.09		
60.47		-158.77		
60.53		-157.19		
60.68		-155.89		
60.81		-154.48		
61.2		-152.21		
61.61		-144.6		
61.46		-137.09		
61.49		-135.78		
61.15		-133.08		
59.25		-161.26		
59.18		-159.82		
59.59		-158.09		
59.77		-157.09		
59.85		-155.21		
60.2		-154.32		
40.13		-108.24		
60.08		-152.62		
60.48		-149.72		
60.77		-140.19		
60.3		-138.58		
60.77		-136.09		
40.26		-85.16		
56.6		-169.55		
59.03		-157.99		
59.2		-156.44		
59.39		-155.23		
59.65		-153.23		
60		-147.4		
59.63		-137.74		
60.12		-136.96		
59.59		-133.71		
60.21		-132.82		
65.12		-147.43		
58.68		-156.66		
58.26		-155.89		
58.65		-155.01		
58.93		-153.64		
58.61		-152.39		
59.43		-146.34		
58.96		-132.27		
38.35		-115.59		
57.57		-157.57		
57.63		-156.36		
57.57		-154.45		
58.41		-135.74		
58.27		-134.52		
59.39		-130.97		
55.7		-162.06		
56.28		-159.55		
57.22		-153.29		
57.96		-136.23		
57.47		-134.58		
57.91		-131.13		
40.38		-87.1		
45.22		-92.8		
44.44		-98.96		
56.81		-132.95		
56.98		-130.25		
64.87		-147.86		
31.44		-83.59		
68.64		-149.57		
33.61		-116.45		
35.91		-95.79		
56.11		-133.12		
55.92		-130.03		
55.33		-131.62		
35.12		-109.74		
31.99		-97.46		
34.07		-106.92		
42.3		-83.66		
40.23		-82.98		
48.3		-95.86		
34.88		-101.68		
42.2		-75.99		
37.21		-80.42		
45.6		-111.63		
31.17		-87.05		
42.77		-109.56		
38.81		-99.74		
38.2		-77.37		
35.24		-77.89		
48.47		-104.2		
40.2		-112.81		
43.73		-96.61		
64.78		-141.16		
48.02		-109.75		
42.12		-79.99		
47.95		-91.5		
44.82		-84.62		
33.41		-83.47		
40.56		-89.29		
43.56		-114.41		
39.8		-105.61		
30.48		-99.8		
42.91		-90.25		
39.1		-96.61		
46.69		-106.22		
44.24		-71.93		
44.62		-74.58		
33.04		-87		
39.66		-79.85		
34.55		-93.58		
31.7		-105.38		
46.83		-113.94		
37.2		-108.49		
31.76		-94.66		
48.26		-117.12		
33.11		-80.18		
40.95		-102.03		
34.51		-89.41		
45.26		-69.29		
45.12		-109.27		
41.91		-93.22		
37.75		-105.5		
36.95		-116.25		
36.54		-83.55		
32.22		-90.52		
34.74		-98.78		
56.42		-132.35		
35.52		-111.37		
60.18		-125.07		
60.13		-124.05		
59.41		-126.1		
58.85		-125.23		
