44.878389	15.623055
44.750429	14.782104
45.036052	14.15487
44.301998	15.054
48.728694	16.590442
48.317533	16.615229
48.362882	16.594215
47.758925	17.053046
47.962882	16.396784
48.37843	16.120699
48.371921	16.205439
48.740379	16.020298
48.716246	15.528793
48.368663	15.652187
47.677545	16.090361
47.073329	16.079254
47.390759	16.007693
47.40859	15.958719
47.603986	15.585996
48.063503	15.406258
48.348264	15.161949
48.93337	14.99364
48.301372	14.649613
47.947999	14.758903
47.743667	15.077621
47.445667	15.085607
46.948445	15.299396
46.756569	15.825348
48.63481	14.73259
48.46082	14.07072
48.213063	14.136727
48.100199	14.139852
47.52074	14.41648
46.933176	14.551554
46.8159	14.00737
47.10295	13.99576
47.43007	13.76105
47.8277	13.5612
48.42719	13.49746
48.12299	13.30632
47.479741	13.125997
46.90914	13.07875
47.1968	12.720905
47.378903	12.308427
47.070347	10.264323
47.4642	11.9188
44.4818	16.5313
45.0125	16.9069
45.1026	17.5139
47.0305	7.8904
46.993	7.97764
47.098	8.9252
46.1808	9.1126
49.7419	12.6911
49.4683	13.1735
49.9916	13.2331
49.6715	13.5309
50.0377	13.8737
49.6168	14.1494
49.2705	14.0739
48.8640	14.2845
49.2288	14.7074
49.6840	14.9288
50.0752	15.0341
50.0610	15.6502
49.6959	15.6077
48.9434	15.7007
49.4392	16.1962
49.8528	16.1457
49.7049	16.8893
49.4303	17.2911
49.1521	17.0920
49.3655	17.8278
48.452999	8.926085
48.118225	8.550189
48.118237	8.550189
48.140039	9.199346
47.810224	9.52212
47.810231	9.522242
48.062785	9.710348
48.075702	9.703199
47.406962	10.293358
48.753327	9.721797
48.753388	9.721937
48.031091	10.227152
48.031229	10.23289
48.019394	10.199769
48.347749	9.83113
48.44379	9.458581
49.777	8.729
49.8478	10.2132
49.64994	7.90856
49.54596	8.72964
49.5901	9.1824
49.273972	9.052361
49.39802	9.48334
49.04409	9.56839
49.35419	9.96992
49.344669	9.974411
49.0071	10.0384
47.8356	7.7256
48.2784	7.8679
48.6116	7.891
48.6463	8.494
48.9742	8.6836
48.9894	8.4922
49.1966	7.9782
49.3986	8.5963
49.3427	7.7418
47.5523	11.4361
47.7528	11.8490
47.9797	11.7188
47.6836	11.0032
48.0979	12.0838
47.8673	12.3960
48.2928	12.9750
48.5379	12.9455
48.5300	12.9776
48.4780	12.4605
48.5086	12.4767
48.881972	6.379853
48.724835	6.853923
48.318	4.7968
48.441728	5.515227
48.431194	6.084042
47.9467	4.5341
48.0225	5.73258
48.0068	6.35006
47.643921	4.317891
47.6908	5.0502
47.5835	6.0108
47.305534	4.57935
47.197	5.20102
47.1015	5.81037
46.9102	3.4984
46.9816	4.14798
46.7469	5.31951
46.5604	3.9329
46.5963	4.58183
46.3781	3.4474
46.2008	4.1125
46.3858	5.2132
46.3296	6.6808
45.9926	4.4619
45.9427	5.0747
45.7178	4.0666
45.5963	4.6086
45.8107	6.2004
45.4723	2.9722
45.3113	4.0427
45.3805	6.302
44.9695	2.8069
45.0107	3.663
44.892	4.4516
45.1209	5.0728
44.7932	5.5891
44.793	5.5892
44.7343	3.3398
44.6001	3.9367
44.3246	2.8695
44.3193	3.5378
44.5069	4.5869
44.3711	5.14762
44.3933	6.5023
43.9752	2.7193
44.0515	4.528
43.6006	2.8004
43.7438	3.6883
43.6927	4.1885
43.5006	4.7917
43.5025	3.2602
43.2413	5.6099
43.2001	6.2335
43.2197	6.601
42.2326	8.7937
42.5041	9.4944
42.5029	9.5066
48.8277	5.92254
48.4071	6.61952
48.0931	5.0444
47.4967	5.4799
46.362	5.8003
45.4307	5.23226
44.4291	5.54989
44.3701	6.0733
45.084	14.9106
45.1286	16.2664
45.4356	17.8482
45.2926	13.8167
45.3148	15.805
45.509	16.0507
47.2834	16.7056
46.952	17.1486
46.8642	16.5276
46.6408	17.3149
46.1597	17.2897
46.4245	17.7954
46.5256	18.2647
46.9463	18.482
47.4313	17.9238
47.6386	18.3824
47.8452	19.0186
47.1547	18.8341
46.7444	18.9654
45.9163	17.8161
44.5391	7.9089
44.8534	7.7099
45.2545	7.6133
45.2296	8.3208
45.238	8.2885
45.1371	9.3837
44.8939	9.9098
45.366	8.8338
45.6225	8.361
46.0082	8.4818
46.0473	9.761
46.5068	10.928
46.6246	11.8805
45.819313	13.127954
45.619781	12.620993
45.63353	11.971315
45.344273	12.31822
45.0016739	12.033501
44.959236	12.432347
44.535919	10.596118
44.660755	11.436312
44.582485	12.005684
44.170353	12.244515
45.10738	10.481657
45.313467	10.662822
42.333679	10.295717
43.049999	9.842445
43.120987	10.573185
43.476425	10.578689
49.150114	18.220939
48.804489	18.464488
48.715571	17.104104
48.604392	17.674728
48.446947	18.335925
48.233339	18.999038
48.244305	17.789761
48.015155	18.352506
47.829403	17.655876
50.1674	11.5708
50.0030	10.7922
50.0019	10.7612
49.8214	11.6903
49.5178	10.5426
49.4523	10.9690
49.3490	12.3832
49.0371	12.2138
48.6998	11.9992
48.7026	11.9466
48.8697	13.1943
48.8331	12.6421
48.8200	12.6772
48.7289	10.2971
48.7909	10.8171
48.3636	10.4021
48.523	10.9333
48.5019	11.4534
48.1651	10.7334
47.8333	10.6234
48.3067	11.9233
49.1259	10.5467
49.116	11.0216
42.6473	5.0203
42.8793	5.3005
42.1782	5.0193
42.4116	5.3036
42.618	5.5885
43.1134	6.9637
43.3482	7.5167
43.5882	8.0753
43.7004	8.6512
41.6476	4.7448
41.943	5.3035
42.1783	5.8583
42.4119	6.4109
42.6467	6.9634
42.8796	7.5178
42.9999	8.0709
43.2904	8.6009
43.4537	9.1949
41.7153	5.8499
41.9434	6.4101
42.1784	6.96405
42.4111	7.5153
42.6471	8.0703
42.8801	8.6215
43.119	9.1947
41.7102	6.9639
41.9434	7.5167
42.1779	7.9809
41.7096	7.9805
43.8503	9.2299
