19.9936 60.178000000000004 84 36 5.6
19.9936 60.178000000000004 -77 42 5.6
19.9936 60.178000000000004 75 24 5.6
19.9936 60.178000000000004 64 48 5.6
19.9936 60.178000000000004 88 42 5.6
19.9936 60.178000000000004 61 36 5.6
19.9936 60.178000000000004 77 36 5.6
19.9936 60.178000000000004 76 36 5.6
19.9936 60.178000000000004 87 30 5.6
6.9974 62.1783 5 42 5.6
25.5058 69.5349 10 66 5.6
25.5058 69.5349 2 66 5.6
25.5058 69.5349 20 66 5.6
25.5058 69.5349 2 48 5.6
25.5058 69.5349 5 66 5.6
25.5058 69.5349 5 66 5.6
25.5058 69.5349 17 48 5.6
25.5058 69.5349 26 48 5.6
25.9841 59.4365 31 48 5.6
25.9841 59.4365 29 66 5.6
25.5057 69.5349 10 66 5.6
25.5057 69.5349 5 72 5.6
25.5057 69.5349 19 48 5.6
25.5057 69.5349 17 60 5.6
25.5057 69.5349 6 54 5.6
25.5057 69.5349 14 66 5.6
25.5057 69.5349 2 48 5.6
25.5057 69.5349 14 60 5.6
25.5057 69.5349 18 42 5.6
25.5057 69.5349 28 48 5.6
25.5057 69.5349 30 48 5.6
25.5057 69.5349 17 54 5.6
25.5057 69.5349 41 84 5.6
25.5057 69.5349 8 54 5.6
25.5057 69.5349 14 54 5.6
25.5057 69.5349 6 42 5.6
25.5057 69.5349 12 60 5.6
25.5057 69.5349 12 54 5.6
25.5057 69.5349 10 42 5.6
25.5057 69.5349 -1 60 5.6
25.5057 69.5349 13 60 5.6
25.5057 69.5349 10 48 5.6
25.5057 69.5349 5 96 5.6
25.5057 69.5349 16 54 5.6
25.5057 69.5349 8 66 5.6
25.5057 69.5349 28 54 5.6
25.5057 69.5349 10 54 5.6
25.5057 69.5349 12 72 5.6
16.9734 66.2421 53 24 5.6
16.9734 66.2421 39 72 5.6
16.9734 66.2421 62 60 5.6
16.9734 66.2421 48 90 5.6
16.9734 66.2421 56 54 5.6
16.9734 66.2421 73 60 5.6
16.9734 66.2421 71 96 5.6
16.9734 66.2421 49 84 5.6
14.8288 58.8946 -82 60 5.6
14.8288 58.8946 86 102 5.6
14.8288 58.8946 -79 54 5.6
14.8288 58.8946 -81 60 5.6
16.5992 57.4185 -68 42 5.6
16.5992 57.4185 -18 84 5.6
16.5992 57.4185 -45 54 5.6
16.5992 57.4185 -78 60 5.6
17.1078 59.854 79 48 5.6
17.1078 59.854 70 42 5.6
17.1078 59.854 -79 72 5.6
17.1078 59.854 77 54 5.6
5.3348 60.3838 -22 78 5.6
5.3348 60.3838 -50 48 5.6
5.3348 60.3838 -34 42 5.6
5.3348 60.3838 -43 54 5.6
5.3348 60.3838 -27 36 5.6
5.3348 60.3838 -35 66 5.6
5.3348 60.3838 -9 60 5.6
5.3348 60.3838 -45 48 5.6
5.3348 60.3838 -33 48 5.6
5.3348 60.3838 -20 48 5.6
17.1007 63.9703 66 60 5.6
13.023 56.074 -77 90 5.6
13.023 56.074 -84 120 5.6
13.023 56.074 -76 102 5.6
13.023 56.074 -79 90 5.6
13.023 56.074 78 60 5.6
13.023 56.074 -45 66 5.6
13.023 56.074 -81 72 5.6
13.023 56.074 -72 54 5.6
13.023 56.074 -59 60 5.6
13.023 56.074 70 66 5.6
15.8145 56.303999999999995 -61 54 5.6
15.8145 56.303999999999995 -70 96 5.6
15.8145 56.303999999999995 -58 72 5.6
15.8145 56.303999999999995 -48 66 5.6
15.8145 56.303999999999995 -48 72 5.6
15.8145 56.303999999999995 -50 60 5.6
15.8145 56.303999999999995 7 42 5.6
15.8145 56.303999999999995 -34 78 5.6
15.8145 56.303999999999995 -30 90 5.6
15.8145 56.303999999999995 -30 108 5.6
6.456 59.4228 -13 114 5.6
6.456 59.4228 -17 120 5.6
6.456 59.4228 -17 84 5.6
6.456 59.4228 -12 78 5.6
6.456 59.4228 -10 90 5.6
6.456 59.4228 -18 84 5.6
6.456 59.4228 11 78 5.6
6.456 59.4228 -5 72 5.6
6.456 59.4228 -10 78 5.6
6.456 59.4228 -28 96 5.6
6.456 59.4228 -6 90 5.6
6.456 59.4228 -11 96 5.6
6.456 59.4228 -12 96 5.6
6.456 59.4228 1 72 5.6
6.456 59.4228 -7 102 5.6
6.456 59.4228 -70 36 5.6
6.456 59.4228 -16 96 5.6
6.456 59.4228 -21 90 5.6
6.456 59.4228 -5 78 5.6
12.7697 57.6345 -53 36 5.6
12.7697 57.6345 -72 36 5.6
12.7697 57.6345 5 48 5.6
12.7697 57.6345 -9 66 5.6
18.5777 63.8908 68 42 5.6
14.915 55.114 3 60 5.6
14.915 55.114 6 72 5.6
14.915 55.114 6 48 5.6
14.915 55.114 4 48 5.6
14.915 55.114 10 48 5.6
14.915 55.114 2 60 5.6
21.3769 64.5836 57 60 5.6
21.3769 64.5836 71 54 5.6
21.3769 64.5836 75 54 5.6
21.3769 64.5836 64 66 5.6
21.3769 64.5836 68 48 5.6
21.3769 64.5836 73 72 5.6
21.3769 64.5836 75 60 5.6
21.3769 64.5836 -68 54 5.6
21.3769 64.5836 -66 36 5.6
17.0083 57.2899 -73 90 5.6
17.0083 57.2899 87 42 5.6
17.0083 57.2899 -85 60 5.6
17.0083 57.2899 -78 66 5.6
17.0083 57.2899 -35 42 5.6
17.0083 57.2899 -74 72 5.6
17.0083 57.2899 -72 66 5.6
17.0083 57.2899 -22 72 5.6
17.0083 57.2899 -68 72 5.6
17.0083 57.2899 -12 66 5.6
17.0083 57.2899 80 60 5.6
17.0083 57.2899 -61 60 5.6
17.0083 57.2899 -53 66 5.6
12.4325 55.6853 -55 60 5.6
12.4325 55.6853 -41 42 5.6
12.4325 55.6853 -40 54 5.6
12.4325 55.6853 -49 60 5.6
12.4325 55.6853 -29 54 5.6
12.4325 55.6853 -33 54 5.6
12.4325 55.6853 -49 48 5.6
12.4325 55.6853 -54 48 5.6
12.4325 55.6853 -37 60 5.6
12.4325 55.6853 -63 54 5.6
12.4325 55.6853 -47 66 5.6
12.4325 55.6853 -45 48 5.6
12.4325 55.6853 -78 30 5.6
12.4325 55.6853 -49 42 5.6
12.4325 55.6853 -47 66 5.6
12.4325 55.6853 -38 42 5.6
13.87 56.47 -42 66 5.6
13.87 56.47 -78 30 5.6
13.87 56.47 -50 42 5.6
13.87 56.47 -36 84 5.6
13.87 56.47 -31 72 5.6
9.112 62.073 56 102 5.6
9.112 62.073 -79 72 5.6
20.5688 67.1215 40 90 5.6
20.5688 67.1215 56 72 5.6
20.5688 67.1215 62 30 5.6
20.5688 67.1215 79 72 5.6
20.5688 67.1215 26 42 5.6
20.5688 67.1215 79 90 5.6
20.5688 67.1215 75 84 5.6
20.5688 67.1215 16 60 5.6
20.5688 67.1215 -78 60 5.6
20.5688 67.1215 33 36 5.6
15.3016 57.5726 -17 60 5.6
22.1895 66.5541 76 66 5.6
22.1895 66.5541 68 90 5.6
22.1895 66.5541 38 48 5.6
22.1895 66.5541 40 72 5.6
22.1895 66.5541 78 102 5.6
22.1895 66.5541 37 42 5.6
22.1895 66.5541 70 84 5.6
22.1895 66.5541 81 96 5.6
22.1895 66.5541 75 114 5.6
22.1895 66.5541 89 126 5.6
16.3938 59.2311 -76 78 5.6
16.3938 59.2311 -80 78 5.6
16.3938 59.2311 -82 72 5.6
16.3938 59.2311 -72 54 5.6
16.3938 59.2311 -86 60 5.6
16.3938 59.2311 -83 78 5.6
12.7184 57.0011 77 30 5.6
12.7184 57.0011 -66 78 5.6
12.7184 57.0011 69 66 5.6
12.7184 57.0011 -87 66 5.6
12.7184 57.0011 81 78 5.6
15.8318 60.4943 -71 90 5.6
15.8318 60.4943 -76 102 5.6
15.8318 60.4943 -68 78 5.6
26.0761 61.4447 13 84 5.6
26.0761 61.4447 64 96 5.6
26.0761 61.4447 42 48 5.6
26.0761 61.4447 83 84 5.6
26.0761 61.4447 79 72 5.6
26.0761 61.4447 71 84 5.6
26.0761 61.4447 28 60 5.6
26.0761 61.4447 20 90 5.6
26.0761 61.4447 55 84 5.6
26.0761 61.4447 83 36 5.6
26.0761 61.4447 68 72 5.6
26.0761 61.4447 77 102 5.6
26.0761 61.4447 77 84 5.6
26.0761 61.4447 46 54 5.6
26.0761 61.4447 66 90 5.6
26.0761 61.4447 59 48 5.6
26.0761 61.4447 66 72 5.6
26.0761 61.4447 23 66 5.6
26.0761 61.4447 73 78 5.6
26.0761 61.4447 64 60 5.6
26.0761 61.4447 52 66 5.6
26.0761 61.4447 28 54 5.6
26.0761 61.4447 40 48 5.6
26.0761 61.4447 40 48 5.6
26.0761 61.4447 82 60 5.6
26.0761 61.4447 78 78 5.6
26.0761 61.4447 86 54 5.6
26.0761 61.4447 65 72 5.6
26.0761 61.4447 22 30 5.6
26.0761 61.4447 40 54 5.6
26.0761 61.4447 64 60 5.6
26.0761 61.4447 71 78 5.6
26.0761 61.4447 73 54 5.6
26.0761 61.4447 75 84 5.6
17.3518 59.9013 73 66 5.6
17.3518 59.9013 -80 78 5.6
17.3518 59.9013 76 54 5.6
17.3518 59.9013 -35 30 5.6
12.4789 59.4034 -4 30 5.6
12.4789 59.4034 -8 42 5.6
12.4789 59.4034 75 42 5.6
12.4789 59.4034 -12 42 5.6
12.4789 59.4034 71 66 5.6
13.7241 58.1591 26 66 5.6
13.7241 58.1591 12 54 5.6
13.7241 58.1591 26 42 5.6
17.8846 60.1282 -5 96 5.6
17.8846 60.1282 11 96 5.6
17.8846 60.1282 5 60 5.6
17.8846 60.1282 -4 60 5.6
17.8846 60.1282 -10 66 5.6
17.8846 60.1282 -13 60 5.6
17.8846 60.1282 -6 72 5.6
17.8846 60.1282 -79 48 5.6
17.8846 60.1282 -57 48 5.6
17.8846 60.1282 -9 60 5.6
18.1801 60.387 1 72 5.6
18.1801 60.387 8 54 5.6
18.1801 60.387 5 84 5.6
18.1801 60.387 13 42 5.6
18.1801 60.387 -23 30 5.6
18.1801 60.387 78 48 5.6
18.1801 60.387 -8 36 5.6
18.1801 60.387 12 72 5.6
18.1801 60.387 34 30 5.6
18.1801 60.387 -85 48 5.6
18.1801 60.387 12 66 5.6
18.1801 60.387 2 78 5.6
13.755999999999998 57.29 -78 60 5.6
13.755999999999998 57.29 -60 60 5.6
13.755999999999998 57.29 -56 36 5.6
18.57 57.6855 87 42 5.6
18.57 57.6855 -17 48 5.6
18.57 57.6855 -66 78 5.6
18.57 57.6855 -42 96 5.6
18.57 57.6855 -82 108 5.6
18.57 57.6855 -63 54 5.6
18.57 57.6855 -57 48 5.6
18.57 57.6855 76 66 5.6
18.57 57.6855 -76 78 5.6
18.57 57.6855 -76 84 5.6
18.5396 60.3342 15 60 5.6
18.5396 60.3342 15 78 5.6
18.5396 60.3342 5 84 5.6
18.5396 60.3342 11 78 5.6
18.5396 60.3342 19 48 5.6
18.5396 60.3342 72 60 5.6
18.5396 60.3342 83 54 5.6
18.5396 60.3342 60 48 5.6
18.5396 60.3342 10 96 5.6
18.5396 60.3342 12 72 5.6
18.5396 60.3342 14 54 5.6
18.5396 60.3342 33 60 5.6
18.5396 60.3342 23 48 5.6
23.6842 70.6425 18 78 5.6
23.6842 70.6425 4 78 5.6
23.6842 70.6425 -1 72 5.6
23.6842 70.6425 17 78 5.6
23.6842 70.6425 24 84 5.6
23.6842 70.6425 7 102 5.6
23.6842 70.6425 18 78 5.6
23.6842 70.6425 10 78 5.6
23.6842 70.6425 7 66 5.6
23.6842 70.6425 27 66 5.6
23.6842 70.6425 21 90 5.6
23.6842 70.6425 25 48 5.6
23.6842 70.6425 6 102 5.6
23.6842 70.6425 -3 90 5.6
23.6842 70.6425 7 102 5.6
23.6842 70.6425 21 66 5.6
23.6842 70.6425 13 60 5.6
23.6842 70.6425 25 90 5.6
23.6842 70.6425 15 66 5.6
23.6842 70.6425 8 96 5.6
23.6842 70.6425 21 96 5.6
20.9752 66.1635 27 54 5.6
20.9752 66.1635 68 78 5.6
20.9752 66.1635 62 54 5.6
20.9752 66.1635 86 72 5.6
20.9752 66.1635 44 90 5.6
20.9752 66.1635 79 54 5.6
20.9752 66.1635 67 78 5.6
20.9752 66.1635 47 78 5.6
20.9752 66.1635 55 84 5.6
20.9752 66.1635 66 90 5.6
20.9752 66.1635 85 108 5.6
20.9752 66.1635 71 78 5.6
20.9752 66.1635 82 108 5.6
20.9752 66.1635 69 90 5.6
20.9752 66.1635 33 48 5.6
20.9752 66.1635 32 66 5.6
20.9752 66.1635 61 102 5.6
16.6136 62.1532 -47 66 5.6
16.6136 62.1532 12 30 5.6
16.6136 62.1532 29 42 5.6
23.6572 68.3916 41 96 5.6
23.6572 68.3916 46 84 5.6
23.6572 68.3916 48 66 5.6
23.6572 68.3916 1 30 5.6
23.6572 68.3916 17 54 5.6
23.6572 68.3916 9 60 5.6
23.6572 68.3916 0 42 5.6
23.6572 68.3916 14 48 5.6
23.6572 68.3916 -1 48 5.6
23.6572 68.3916 14 48 5.6
23.6572 68.3916 8 42 5.6
23.6572 68.3916 12 60 5.6
23.6572 68.3916 5 60 5.6
23.6572 68.3916 37 42 5.6
23.6572 68.3916 17 48 5.6
23.6572 68.3916 49 66 5.6
23.6572 68.3916 18 36 5.6
23.6572 68.3916 24 36 5.6
23.6572 68.3916 -31 36 5.6
23.6572 68.3916 -6 84 5.6
18.0359 62.676 1 114 5.6
18.0359 62.676 -3 30 5.6
18.0359 62.676 73 72 5.6
18.0359 62.676 64 48 5.6
18.0359 62.676 4 66 5.6
13.6945 60.1335 0 48 5.6
8.5052 58.2702 -30 90 5.6
8.5052 58.2702 -29 84 5.6
8.5052 58.2702 -66 30 5.6
8.5052 58.2702 -31 90 5.6
8.5052 58.2702 -36 96 5.6
8.5052 58.2702 -22 90 5.6
17.1194 61.7364 80 60 5.6
19.2184 63.3416 -68 42 5.6
19.2184 63.3416 -75 48 5.6
19.2184 63.3416 -32 36 5.6
19.2184 63.3416 -43 60 5.6
19.2184 63.3416 84 84 5.6
