id|Station|Latitude|Longitude|phi|dt|refID|Phase|pmax|pmin|dtmax|dtmin|remark
43774|D63A|47.037|-68.1066|30.0|1.2|348|SKS|18.0|13.0|2.0|1.0|fair quality individual measurement
43775|D63A|47.037|-68.1066|274.0|0.5|348|SKKS|32.0|38.0|2.0||fair quality individual measurement
43776|QM28|46.6352|-68.528|283.0|0.5|348|SKiKS|23.0|41.0|1.5|0.3|fair quality individual measurement
43777|QM28|46.6352|-68.528|61.0|1.5|348|SKKS|35.0|7.0|4.0|0.7|fair quality individual measurement
43778|QM28|46.6352|-68.528|273.0|2.2|348|SKS|13.0|7.0|4.0|1.3|fair quality individual measurement
43779|QM28|46.6352|-68.528|71.0|0.9|348|SKS|23.0|28.0|2.1|0.8|fair quality individual measurement
43780|E63A|46.422|-68.4623|51.0|1.2|348|PKIKS|23.0|8.0|2.1|0.4|fair quality individual measurement
43781|E63A|46.422|-68.4623|62.0|1.0|348|SKS|28.0|8.0|1.5|0.5|fair quality individual measurement
43782|E63A|46.422|-68.4623|77.0|1.0|348|SKKS|13.0|21.0|1.5|0.8|fair quality individual measurement
43783|PQI|46.6713|-68.019|76.0|0.7|348|SKS|42.0|4.0|1.7|0.3|fair quality individual measurement
43784|PQI|46.6713|-68.019|279.0|1.1|348|SKS|1.0|9.0|2.1|0.9|fair quality individual measurement
43785|PQI|46.6713|-68.019|278.0|0.9|348|SKS|4.0|22.0|2.0|0.5|fair quality individual measurement
43786|QM20|46.1279|-68.7199|293.0|0.4|348|SKS|52.0|21.0|1.2|0.1|fair quality individual measurement
43787|QM20|46.1279|-68.7199|47.0|2.1|348|SKiKS|41.0|6.0|4.0|0.8|fair quality individual measurement
43788|F63A|45.703|-69.1029|83.0|0.8|348|SKS|27.0|7.0|1.9|0.5|fair quality individual measurement
43789|F63A|45.703|-69.1029|278.0|1.5|348|SKS|4.0|14.0|2.9|0.9|fair quality individual measurement
43790|F63A|45.703|-69.1029|280.0|2.0|348|SKS|4.0|12.0|4.0|1.3|fair quality individual measurement
43791|F63A|45.703|-69.1029|80.0|0.6|348|PKIKS|38.0|41.0|4.0|0.3|fair quality individual measurement
43792|F63A|45.703|-69.1029|68.0|0.2|348|SKS|56.0|27.0|2.7||fair quality individual measurement
43793|F63A|45.703|-69.1029|85.0|1.5|348|SKKS|9.0|23.0|3.0|1.3|fair quality individual measurement
43794|F63A|45.703|-69.1029|279.0|2.0|348|SKS|1.0|9.0|4.0|2.0|fair quality individual measurement
43795|G63A|45.1147|-69.6186|59.0|1.8|348|PKIKS|21.0|9.0|3.6|1.5|fair quality individual measurement
43796|G63A|45.1147|-69.6186|50.0|0.8|348|SKS|32.0|37.0|2.0|0.3|fair quality individual measurement
43797|G63A|45.1147|-69.6186|82.0|1.2|348|SKKS|8.0|6.0|2.3|1.3|fair quality individual measurement
43798|G63A|45.1147|-69.6186|89.0|1.0|348|SKiKS|7.0|23.0|2.0|1.0|fair quality individual measurement
43799|E64A|46.4184|-67.8285|61.0|0.8|348|SKS|31.0|22.0|1.8|0.5|fair quality individual measurement
43800|E64A|46.4184|-67.8285|273.0|0.7|348|PKIKS|25.0|43.0|2.7|0.3|fair quality individual measurement
43801|E64A|46.4184|-67.8285|311.0|1.0|348|SKS|8.0|15.0|1.5|0.8|fair quality individual measurement
43802|PKME|45.2644|-69.2917|81.0|1.5|348|SKS|5.0|3.0|2.3|1.7|fair quality individual measurement
43803|PKME|45.2644|-69.2917|57.0|2.0|348|PKIKS|23.0|9.0|4.0|1.7|fair quality individual measurement
43804|PKME|45.2644|-69.2917|59.0|2.5|348|SKiKS|11.0|5.0|4.0|2.3|fair quality individual measurement
43805|PKME|45.2644|-69.2917|45.0|2.0|348|SKKS|11.0|8.0|3.7|2.0|fair quality individual measurement
43806|PKME|45.2644|-69.2917|57.0|1.2|348|SKS|21.0|16.0|2.3|1.0|fair quality individual measurement
43807|F64A|45.8633|-68.3496|73.0|0.8|348|SKS|15.0|60.0|3.0|0.3|fair quality individual measurement
43808|F64A|45.8633|-68.3496|287.0|1.0|348|SKS|42.0|19.0|3.3|0.7|fair quality individual measurement
43809|F64A|45.8633|-68.3496|82.0|0.5|348|SKS|26.0|55.0|4.0||fair quality individual measurement
43810|G64A|45.2527|-68.7558|278.0|1.6|348|SKS|4.0|18.0|3.6|0.7|fair quality individual measurement
43811|G64A|45.2527|-68.7558|59.0|1.5|348|SKS|25.0|18.0|2.7|1.3|fair quality individual measurement
43812|QMHP|43.7458|-70.0113|52.0|1.4|348|PKIKS|36.0|13.0|4.0|0.8|fair quality individual measurement
43813|QMHP|43.7458|-70.0113|46.0|1.5|348|SKiKS|18.0|5.0|3.2|0.9|fair quality individual measurement
43814|QMHP|43.7458|-70.0113|23.0|0.8|348|SKKS|53.0|20.0|2.9|0.4|fair quality individual measurement
43815|QMHP|43.7458|-70.0113|58.0|1.5|348|SKiKS|36.0|10.0|3.9|0.5|fair quality individual measurement
43816|QMHP|43.7458|-70.0113|280.0|0.8|348|SKS|59.0|16.0|3.3|0.3|fair quality individual measurement
43817|QMHP|43.7458|-70.0113|63.0|0.6|348|SKKS|59.0|20.0|2.8|0.3|fair quality individual measurement
43818|QM16|45.2087|-67.9513|76.0|2.6|348|SKiKS|12.0|12.0|4.0|2.5|fair quality individual measurement
43819|QM16|45.2087|-67.9513|19.0|1.4|348|SKS|18.0|10.0|2.9|0.9|fair quality individual measurement
43820|QM15|45.0936|-67.8402|76.0|1.5|348|SKS|22.0|4.0|3.9|0.5|fair quality individual measurement
43821|QM15|45.0936|-67.8402|71.0|2.3|348|SKKS|5.0|3.0|4.0|2.0|fair quality individual measurement
43822|G65A|45.2002|-67.5632|73.0|0.9|348|SKS|68.0|5.0|3.6|0.1|fair quality individual measurement
43823|G65A|45.2002|-67.5632|24.0|0.8|348|SKS|44.0|17.0|2.0|0.3|fair quality individual measurement
43824|G65A|45.2002|-67.5632|287.0|1.2|348|SKS|30.0|31.0|3.3|0.7|fair quality individual measurement
43825|QM10|44.9256|-67.7162|79.0|2.1|348|SKS|9.0|78.0|4.0|0.1|fair quality individual measurement
43826|QM10|44.9256|-67.7162|349.0|3.0|348|SKKS|4.0|12.0|4.0|1.9|fair quality individual measurement
43827|QM10|44.9256|-67.7162|82.0|1.0|348|SKS|4.0|8.0|2.5|0.5|fair quality individual measurement
43828|QM10|44.9256|-67.7162|70.0|2.0|348|SKS|10.0|10.0|3.2|2.1|fair quality individual measurement
43829|QM10|44.9256|-67.7162|339.0|1.8|348|SKS|8.0|79.0|4.0||fair quality individual measurement
43830|QM10|44.9256|-67.7162|79.0|2.3|348|SKKS|13.0|7.0|4.0|1.2|fair quality individual measurement
43831|EMMW|44.7102|-67.458|75.0|2.0|348|SKS|5.0|1.0|2.3|1.5|fair quality individual measurement
43832|EMMW|44.7102|-67.458|85.0|2.1|348|SKKS|5.0|5.0|2.7|1.5|fair quality individual measurement
43833|EMMW|44.7102|-67.458|32.0|1.2|348|SKiKS|66.0|7.0|2.7|0.3|fair quality individual measurement
43834|H66A|44.7859|-67.3115|71.0|1.7|348|SKS|72.0|3.0|4.0|0.3|fair quality individual measurement
43835|H66A|44.7859|-67.3115|49.0|2.4|348|PKIKS|21.0|3.0|4.0|1.3|fair quality individual measurement
43836|H66A|44.7859|-67.3115|74.0|1.2|348|SKS|4.0|10.0|2.0|1.0|fair quality individual measurement
43837|H66A|44.7859|-67.3115|76.0|1.5|348|SKKS|12.0|12.0|2.7|1.7|fair quality individual measurement
43838|H66A|44.7859|-67.3115|72.0|1.8|348|SKKS|14.0|8.0|3.0|2.0|fair quality individual measurement
43839|QM90|52.2915|-77.0988|64.0|0.5|348|SKS|38.0|8.0|1.3|0.3|good quality individual measurement
43840|NMSQ|51.7133|-76.0237|322.0|3.0|348|SKS|1.0|3.0|4.0|3.2|good quality individual measurement
43841|NMSQ|51.7133|-76.0237|12.0|0.6|348|SKS|31.0|9.0|1.6|0.3|good quality individual measurement
43842|NMSQ|51.7133|-76.0237|73.0|1.0|348|SKKS|15.0|23.0|2.1|0.8|good quality individual measurement
43843|MATQ|49.7589|-77.6376|83.0|0.5|348|SKS|60.0|23.0|4.0|0.1|good quality individual measurement
43844|MATQ|49.7589|-77.6376|275.0|3.0|348|SKS|1.0|7.0|4.0|2.4|good quality individual measurement
43845|MATQ|49.7589|-77.6376|287.0|3.0|348|SKiKS|1.0|25.0|4.0|1.2|good quality individual measurement
43846|MATQ|49.7589|-77.6376|280.0|1.5|348|SKS|8.0|12.0|3.1|1.3|good quality individual measurement
43847|MATQ|49.7589|-77.6376|85.0|0.6|348|SKS|9.0|11.0|1.1|0.7|good quality individual measurement
43848|MATQ|49.7589|-77.6376|274.0|2.3|348|SKS|2.0|6.0|4.0|1.9|good quality individual measurement
43849|QM80|50.9649|-75.2259|285.0|0.7|348|SKS|15.0|11.0|1.5|0.5|good quality individual measurement
43850|QM80|50.9649|-75.2259|299.0|0.5|348|SKS|11.0|19.0|0.9|0.5|good quality individual measurement
