-17.5500000000000	-179.090000000000              537.200000000000                 7.14078664932259  
0.210000000000000	119.580000000000               33                               6.61076490718386
8.14000000000000	123.730000000000                657.800000000000                 6.00472701700789
-18.3700000000000	168.170000000000               33                               6.06910472463628
-32.3100000000000	-71.2900000000000              51.1000000000000                 6.41732382943583
-2.69000000000000	138.900000000000               33                               6.65852358021097
-21.6100000000000	169.820000000000               33                               6.02355584566334
17.0900000000000	148.130000000000                33                               6.29183625266166
5.41000000000000	126.760000000000                50                               6.81676419074070
-8.19000000000000	112.410000000000               151.600000000000                 6.52577429010241
-16.1200000000000	-71.4000000000000              136.200000000000                 6.13879737161366
-2.07000000000000	124.890000000000               33                               7.70418534266543
-16.6600000000000	-72.6600000000000              87.2000000000000                 6.79964415077439
-21.4200000000000	-176.460000000000              164.200000000000                 6.78764120278216
18.3900000000000	-97.4400000000000               70                               6.93090779588951
5.51000000000000	126.640000000000                33                               6.40951330731722
-1.72000000000000	122.460000000000               33                               6.13002307424168
-5.89000000000000	104.710000000000               101.400000000000                 6.41007824340788
-40.5100000000000	-74.7600000000000              33                               6.36955657247476
-1.29000000000000	-77.5500000000000              196.400000000000                 6.20311581432069
-20.9300000000000	-67.2800000000000              218                              6.37085200933210
-5.84000000000000	150.880000000000               33                               6.58634112849155
14.9800000000000	-92.4400000000000               62                               6.26702955836430
-28.3100000000000	-62.9900000000000              608.500000000000                 6.92903381100030
-23.5500000000000	-66.4500000000000              225                              7.15100901893651
-4.30000000000000	123.160000000000               33                               6.23989657333901
-33.8800000000000	-70.0900000000000              120.200000000000                 6.38596133242272
-4.16000000000000	127.310000000000               33                               6.37787512369151
-15.8800000000000	-173.690000000000              115.400000000000                 6.26330565294989
-5.23000000000000	153.100000000000               30                               7.81060285377913
-18.0600000000000	-176.940000000000              351.800000000000                 6.81257814691277
-7.87000000000000	110.180000000000               143.100000000000                 6.27070617481184
-19.5200000000000	-66.2500000000000              273.900000000000                 6.05212417894152
-4.31000000000000	152.960000000000               28                               6.09199740692810
21.6400000000000	142.980000000000                290                              6.42599952435893
-16.0900000000000	-73.9900000000000              62                               6.53763888093074
-19.4500000000000	-69.2500000000000              33                               6.30592201776258
-0.580000000000000	133.130000000000              33                               6.48390532629313
15.5000000000000	-93.1300000000000               80.2000000000000                 6.37342562320759
-27.5300000000000	-70.5900000000000              62                               6.56067386381014
13.0900000000000	144.620000000000                85.7000000000000                 7.02564563705306
10.9800000000000	140.690000000000                33                               6.00127334200537
8.78000000000000	-83.9900000000000               35                               6.37278436125197
-5.03000000000000	147.340000000000               31.2000000000000                 6.14450257403717
14.1000000000000	146.200000000000                30                               6.50457973381985
